,,Scenario,Region,Variable,Type,Year, electricity-generation-2023 ,electricity-capacity-2023
6478,Northwest TerritoriesCurrent MeasuresSolar2046,Current Measures,Northwest Territories,Solar,Primary Fuel,2046, 3.23 ,2.015
6479,Northwest TerritoriesGlobal Net-zeroSolar2046,Global Net-zero,Northwest Territories,Solar,Primary Fuel,2046, 64.12 ,40.86131037
6480,Northwest TerritoriesCanada Net-zeroWind2046,Canada Net-zero,Northwest Territories,Wind,Primary Fuel,2046, 78.91 ,41.73552662
6481,Northwest TerritoriesCurrent MeasuresWind2046,Current Measures,Northwest Territories,Wind,Primary Fuel,2046, 20.03 ,13.2
6482,Northwest TerritoriesGlobal Net-zeroWind2046,Global Net-zero,Northwest Territories,Wind,Primary Fuel,2046, 37.86 ,19.83667566
6483,NunavutCurrent MeasuresBiomass / Geothermal2046,Current Measures,Nunavut,Biomass / Geothermal,Primary Fuel,2046, 171.01 ,29.080029
6484,NunavutCanada Net-zeroOil2046,Canada Net-zero,Nunavut,Oil,Primary Fuel,2046, 342.33 ,70.28
6485,NunavutCurrent MeasuresOil2046,Current Measures,Nunavut,Oil,Primary Fuel,2046, 85.98 ,70.28
6486,NunavutGlobal Net-zeroOil2046,Global Net-zero,Nunavut,Oil,Primary Fuel,2046, 327.46 ,70.28
6487,NunavutCanada Net-zeroSolar2046,Canada Net-zero,Nunavut,Solar,Primary Fuel,2046, 45.33 ,40.033
6488,NunavutCurrent MeasuresSolar2046,Current Measures,Nunavut,Solar,Primary Fuel,2046, 43.85 ,40.033
6489,NunavutGlobal Net-zeroSolar2046,Global Net-zero,Nunavut,Solar,Primary Fuel,2046, 45.32 ,40.033
6490,NunavutCanada Net-zeroWind2046,Canada Net-zero,Nunavut,Wind,Primary Fuel,2046, 92.32 ,32.065
6491,NunavutCurrent MeasuresWind2046,Current Measures,Nunavut,Wind,Primary Fuel,2046, 90.69 ,31.55263158
6492,NunavutGlobal Net-zeroWind2046,Global Net-zero,Nunavut,Wind,Primary Fuel,2046, 92.23 ,31.39005236
6493,OntarioCanada Net-zeroBiomass / Geothermal2046,Canada Net-zero,Ontario,Biomass / Geothermal,Primary Fuel,2046," 10,973.57 ",3366.946524
6494,OntarioCurrent MeasuresBiomass / Geothermal2046,Current Measures,Ontario,Biomass / Geothermal,Primary Fuel,2046," 1,908.24 ",698.62
6495,OntarioGlobal Net-zeroBiomass / Geothermal2046,Global Net-zero,Ontario,Biomass / Geothermal,Primary Fuel,2046," 4,325.44 ",965.2866667
6496,OntarioCanada Net-zeroHydro / Wave / Tidal2046,Canada Net-zero,Ontario,Hydro / Wave / Tidal,Primary Fuel,2046," 40,616.98 ",10263.68
6497,OntarioCurrent MeasuresHydro / Wave / Tidal2046,Current Measures,Ontario,Hydro / Wave / Tidal,Primary Fuel,2046," 37,216.61 ",9263.68
6498,OntarioGlobal Net-zeroHydro / Wave / Tidal2046,Global Net-zero,Ontario,Hydro / Wave / Tidal,Primary Fuel,2046," 41,184.50 ",10263.68
6499,OntarioCanada Net-zeroNatural Gas2046,Canada Net-zero,Ontario,Natural Gas,Primary Fuel,2046," 22,965.46 ",27567.52772
6500,OntarioCurrent MeasuresNatural Gas2046,Current Measures,Ontario,Natural Gas,Primary Fuel,2046," 10,751.63 ",16878.13404
6501,OntarioGlobal Net-zeroNatural Gas2046,Global Net-zero,Ontario,Natural Gas,Primary Fuel,2046," 33,859.18 ",30965.15434
6502,OntarioCanada Net-zeroOil2046,Canada Net-zero,Ontario,Oil,Primary Fuel,2046, -   ,228.45
6503,OntarioCurrent MeasuresOil2046,Current Measures,Ontario,Oil,Primary Fuel,2046, -   ,228.45
6504,OntarioGlobal Net-zeroOil2046,Global Net-zero,Ontario,Oil,Primary Fuel,2046, -   ,228.45
6505,OntarioCanada Net-zeroSolar2046,Canada Net-zero,Ontario,Solar,Primary Fuel,2046," 17,897.87 ",6792.835224
6506,OntarioCurrent MeasuresSolar2046,Current Measures,Ontario,Solar,Primary Fuel,2046," 15,773.48 ",5955.245554
6507,OntarioGlobal Net-zeroSolar2046,Global Net-zero,Ontario,Solar,Primary Fuel,2046," 17,198.67 ",6472.695851
6508,OntarioCanada Net-zeroUranium2046,Canada Net-zero,Ontario,Uranium,Primary Fuel,2046," 162,826.09 ",23719
6509,OntarioCurrent MeasuresUranium2046,Current Measures,Ontario,Uranium,Primary Fuel,2046," 82,976.19 ",11200
6510,OntarioGlobal Net-zeroUranium2046,Global Net-zero,Ontario,Uranium,Primary Fuel,2046," 165,029.90 ",23261.85567
6511,OntarioCanada Net-zeroWind2046,Canada Net-zero,Ontario,Wind,Primary Fuel,2046," 200,132.52 ",50910.35131
6512,OntarioCurrent MeasuresWind2046,Current Measures,Ontario,Wind,Primary Fuel,2046," 83,097.21 ",24606.54656
6513,OntarioGlobal Net-zeroWind2046,Global Net-zero,Ontario,Wind,Primary Fuel,2046," 176,727.92 ",43959.92301
6514,Prince Edward IslandCanada Net-zeroBiomass / Geothermal2046,Canada Net-zero,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2046, 3.20 ,2.1
6515,Prince Edward IslandCurrent MeasuresBiomass / Geothermal2046,Current Measures,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2046, 90.63 ,32.71435235
6516,Prince Edward IslandGlobal Net-zeroBiomass / Geothermal2046,Global Net-zero,Prince Edward Island,Biomass / Geothermal,Primary Fuel,2046, 3.76 ,2.1
6517,Prince Edward IslandCanada Net-zeroOil2046,Canada Net-zero,Prince Edward Island,Oil,Primary Fuel,2046, -   ,40.45
6518,Prince Edward IslandCurrent MeasuresOil2046,Current Measures,Prince Edward Island,Oil,Primary Fuel,2046, 2.26 ,40.45
6519,Prince Edward IslandGlobal Net-zeroOil2046,Global Net-zero,Prince Edward Island,Oil,Primary Fuel,2046, -   ,40.45
6520,Prince Edward IslandCanada Net-zeroSolar2046,Canada Net-zero,Prince Edward Island,Solar,Primary Fuel,2046, 101.40 ,61.9679401
6521,Prince Edward IslandCurrent MeasuresSolar2046,Current Measures,Prince Edward Island,Solar,Primary Fuel,2046, 109.04 ,65.67066149
6522,Prince Edward IslandGlobal Net-zeroSolar2046,Global Net-zero,Prince Edward Island,Solar,Primary Fuel,2046, 133.82 ,78.73933602
6523,Prince Edward IslandCanada Net-zeroUranium2046,Canada Net-zero,Prince Edward Island,Uranium,Primary Fuel,2046," 2,809.09 ",420.8061741
6524,Prince Edward IslandGlobal Net-zeroUranium2046,Global Net-zero,Prince Edward Island,Uranium,Primary Fuel,2046," 2,610.50 ",388.3058495
6525,Prince Edward IslandCanada Net-zeroWind2046,Canada Net-zero,Prince Edward Island,Wind,Primary Fuel,2046," 1,559.37 ",419.3396731
6526,Prince Edward IslandCurrent MeasuresWind2046,Current Measures,Prince Edward Island,Wind,Primary Fuel,2046," 2,801.91 ",813.3685684
6527,Prince Edward IslandGlobal Net-zeroWind2046,Global Net-zero,Prince Edward Island,Wind,Primary Fuel,2046," 1,442.28 ",383.8025615
6528,QuebecCanada Net-zeroBiomass / Geothermal2046,Canada Net-zero,Quebec,Biomass / Geothermal,Primary Fuel,2046," 1,674.01 ",326.39
6529,QuebecCurrent MeasuresBiomass / Geothermal2046,Current Measures,Quebec,Biomass / Geothermal,Primary Fuel,2046," 21,586.51 ",11689.10924
6530,QuebecGlobal Net-zeroBiomass / Geothermal2046,Global Net-zero,Quebec,Biomass / Geothermal,Primary Fuel,2046," 1,702.49 ",326.39
6531,QuebecCanada Net-zeroHydro / Wave / Tidal2046,Canada Net-zero,Quebec,Hydro / Wave / Tidal,Primary Fuel,2046," 266,362.54 ",45986.87
6532,QuebecCurrent MeasuresHydro / Wave / Tidal2046,Current Measures,Quebec,Hydro / Wave / Tidal,Primary Fuel,2046," 248,567.33 ",43486.87
6533,QuebecGlobal Net-zeroHydro / Wave / Tidal2046,Global Net-zero,Quebec,Hydro / Wave / Tidal,Primary Fuel,2046," 263,516.00 ",45986.87
6534,QuebecCanada Net-zeroNatural Gas2046,Canada Net-zero,Quebec,Natural Gas,Primary Fuel,2046, -   ,0
6535,QuebecCurrent MeasuresNatural Gas2046,Current Measures,Quebec,Natural Gas,Primary Fuel,2046, -   ,0
6536,QuebecGlobal Net-zeroNatural Gas2046,Global Net-zero,Quebec,Natural Gas,Primary Fuel,2046, -   ,0
6537,QuebecCanada Net-zeroOil2046,Canada Net-zero,Quebec,Oil,Primary Fuel,2046, 324.06 ,244
6538,QuebecCurrent MeasuresOil2046,Current Measures,Quebec,Oil,Primary Fuel,2046, 320.62 ,244
6539,QuebecGlobal Net-zeroOil2046,Global Net-zero,Quebec,Oil,Primary Fuel,2046, 321.23 ,244
6540,QuebecCanada Net-zeroSolar2046,Canada Net-zero,Quebec,Solar,Primary Fuel,2046, 757.96 ,0.297
6541,QuebecCurrent MeasuresSolar2046,Current Measures,Quebec,Solar,Primary Fuel,2046," 1,592.50 ",725.5794046
6542,QuebecGlobal Net-zeroSolar2046,Global Net-zero,Quebec,Solar,Primary Fuel,2046," 1,499.92 ",480.297
6543,QuebecCanada Net-zeroUranium2046,Canada Net-zero,Quebec,Uranium,Primary Fuel,2046," 19,750.95 ",3000
6544,QuebecGlobal Net-zeroUranium2046,Global Net-zero,Quebec,Uranium,Primary Fuel,2046," 18,113.79 ",3000
6545,QuebecCanada Net-zeroWind2046,Canada Net-zero,Quebec,Wind,Primary Fuel,2046," 22,979.86 ",6303.781864
6546,QuebecCurrent MeasuresWind2046,Current Measures,Quebec,Wind,Primary Fuel,2046," 35,001.51 ",10383.1417
6547,QuebecGlobal Net-zeroWind2046,Global Net-zero,Quebec,Wind,Primary Fuel,2046," 18,399.59 ",5519.000151
6548,SaskatchewanCanada Net-zeroBiomass / Geothermal2046,Canada Net-zero,Saskatchewan,Biomass / Geothermal,Primary Fuel,2046," 16,147.85 ",2069.333333
6549,SaskatchewanCurrent MeasuresBiomass / Geothermal2046,Current Measures,Saskatchewan,Biomass / Geothermal,Primary Fuel,2046, 213.57 ,36
6550,SaskatchewanGlobal Net-zeroBiomass / Geothermal2046,Global Net-zero,Saskatchewan,Biomass / Geothermal,Primary Fuel,2046," 16,164.06 ",2069.333333
6551,SaskatchewanCanada Net-zeroCoal & Coke2046,Canada Net-zero,Saskatchewan,Coal & Coke,Primary Fuel,2046, -   ,0
6552,SaskatchewanCurrent MeasuresCoal & Coke2046,Current Measures,Saskatchewan,Coal & Coke,Primary Fuel,2046, 654.81 ,115
6553,SaskatchewanGlobal Net-zeroCoal & Coke2046,Global Net-zero,Saskatchewan,Coal & Coke,Primary Fuel,2046, -   ,0
6554,SaskatchewanCanada Net-zeroHydro / Wave / Tidal2046,Canada Net-zero,Saskatchewan,Hydro / Wave / Tidal,Primary Fuel,2046," 4,160.54 ",989.06
6555,SaskatchewanCurrent MeasuresHydro / Wave / Tidal2046,Current Measures,Saskatchewan,Hydro / Wave / Tidal,Primary Fuel,2046," 3,818.51 ",989.06
6556,SaskatchewanGlobal Net-zeroHydro / Wave / Tidal2046,Global Net-zero,Saskatchewan,Hydro / Wave / Tidal,Primary Fuel,2046," 4,092.27 ",939.06
6557,SaskatchewanCanada Net-zeroNatural Gas2046,Canada Net-zero,Saskatchewan,Natural Gas,Primary Fuel,2046," 1,443.89 ",2593.066341
6558,SaskatchewanCurrent MeasuresNatural Gas2046,Current Measures,Saskatchewan,Natural Gas,Primary Fuel,2046," 8,282.19 ",4601.491314
6559,SaskatchewanGlobal Net-zeroNatural Gas2046,Global Net-zero,Saskatchewan,Natural Gas,Primary Fuel,2046," 2,469.21 ",2616.883172
6560,SaskatchewanCanada Net-zeroOil2046,Canada Net-zero,Saskatchewan,Oil,Primary Fuel,2046, -   ,16.955
6561,SaskatchewanCurrent MeasuresOil2046,Current Measures,Saskatchewan,Oil,Primary Fuel,2046, -   ,16.955
6562,SaskatchewanGlobal Net-zeroOil2046,Global Net-zero,Saskatchewan,Oil,Primary Fuel,2046, -   ,16.955
6563,SaskatchewanCanada Net-zeroSolar2046,Canada Net-zero,Saskatchewan,Solar,Primary Fuel,2046," 3,344.41 ",1466.822423
6564,SaskatchewanCurrent MeasuresSolar2046,Current Measures,Saskatchewan,Solar,Primary Fuel,2046," 6,165.57 ",2890.933457
6565,SaskatchewanGlobal Net-zeroSolar2046,Global Net-zero,Saskatchewan,Solar,Primary Fuel,2046," 2,182.38 ",853.2993085
6566,SaskatchewanCanada Net-zeroUranium2046,Canada Net-zero,Saskatchewan,Uranium,Primary Fuel,2046," 6,526.64 ",1070
6567,SaskatchewanGlobal Net-zeroUranium2046,Global Net-zero,Saskatchewan,Uranium,Primary Fuel,2046," 6,621.96 ",1030.927835
6568,SaskatchewanCanada Net-zeroWind2046,Canada Net-zero,Saskatchewan,Wind,Primary Fuel,2046," 20,873.27 ",5518.913058
6569,SaskatchewanCurrent MeasuresWind2046,Current Measures,Saskatchewan,Wind,Primary Fuel,2046," 16,721.32 ",4485.735218
6570,SaskatchewanGlobal Net-zeroWind2046,Global Net-zero,Saskatchewan,Wind,Primary Fuel,2046," 15,858.38 ",4237.461436
6571,YukonCanada Net-zeroBiomass / Geothermal2046,Canada Net-zero,Yukon,Biomass / Geothermal,Primary Fuel,2046, 21.76 ,43.934611
6572,YukonCurrent MeasuresBiomass / Geothermal2046,Current Measures,Yukon,Biomass / Geothermal,Primary Fuel,2046, 5.76 ,36.727373
6573,YukonGlobal Net-zeroBiomass / Geothermal2046,Global Net-zero,Yukon,Biomass / Geothermal,Primary Fuel,2046, 11.13 ,40.558732
6574,YukonCanada Net-zeroHydro / Wave / Tidal2046,Canada Net-zero,Yukon,Hydro / Wave / Tidal,Primary Fuel,2046, 462.44 ,104.5
6575,YukonCurrent MeasuresHydro / Wave / Tidal2046,Current Measures,Yukon,Hydro / Wave / Tidal,Primary Fuel,2046, 453.63 ,104.5
6576,YukonGlobal Net-zeroHydro / Wave / Tidal2046,Global Net-zero,Yukon,Hydro / Wave / Tidal,Primary Fuel,2046, 460.31 ,104.5
6577,YukonCanada Net-zeroNatural Gas2046,Canada Net-zero,Yukon,Natural Gas,Primary Fuel,2046, 145.69 ,19.8
6578,YukonCurrent MeasuresNatural Gas2046,Current Measures,Yukon,Natural Gas,Primary Fuel,2046, 68.92 ,19.8
6579,YukonGlobal Net-zeroNatural Gas2046,Global Net-zero,Yukon,Natural Gas,Primary Fuel,2046, 135.37 ,19.8
6580,YukonCanada Net-zeroOil2046,Canada Net-zero,Yukon,Oil,Primary Fuel,2046, 99.65 ,23.57
6581,YukonCurrent MeasuresOil2046,Current Measures,Yukon,Oil,Primary Fuel,2046, 22.33 ,23.57
6582,YukonGlobal Net-zeroOil2046,Global Net-zero,Yukon,Oil,Primary Fuel,2046, 84.62 ,23.57
6583,YukonCanada Net-zeroSolar2046,Canada Net-zero,Yukon,Solar,Primary Fuel,2046, 61.45 ,40.044
6584,YukonCurrent MeasuresSolar2046,Current Measures,Yukon,Solar,Primary Fuel,2046, 47.48 ,30.17710728
6585,YukonGlobal Net-zeroSolar2046,Global Net-zero,Yukon,Solar,Primary Fuel,2046, 61.45 ,40.044
6586,YukonCanada Net-zeroWind2046,Canada Net-zero,Yukon,Wind,Primary Fuel,2046, 51.14 ,37.77
6587,YukonCurrent MeasuresWind2046,Current Measures,Yukon,Wind,Primary Fuel,2046, 14.57 ,10.96789474
6588,YukonGlobal Net-zeroWind2046,Global Net-zero,Yukon,Wind,Primary Fuel,2046, 52.30 ,37.12937173
6589,AlbertaCanada Net-zeroBiomass / Geothermal2047,Canada Net-zero,Alberta,Biomass / Geothermal,Primary Fuel,2047," 21,928.98 ",2946.761111
6590,AlbertaCurrent MeasuresBiomass / Geothermal2047,Current Measures,Alberta,Biomass / Geothermal,Primary Fuel,2047, 202.83 ,285.65
6591,AlbertaGlobal Net-zeroBiomass / Geothermal2047,Global Net-zero,Alberta,Biomass / Geothermal,Primary Fuel,2047," 21,907.49 ",2946.761111
6592,AlbertaCanada Net-zeroCoal & Coke2047,Canada Net-zero,Alberta,Coal & Coke,Primary Fuel,2047, -   ,0
6593,AlbertaCurrent MeasuresCoal & Coke2047,Current Measures,Alberta,Coal & Coke,Primary Fuel,2047, -   ,0
6594,AlbertaGlobal Net-zeroCoal & Coke2047,Global Net-zero,Alberta,Coal & Coke,Primary Fuel,2047, -   ,0
6595,AlbertaCanada Net-zeroHydro / Wave / Tidal2047,Canada Net-zero,Alberta,Hydro / Wave / Tidal,Primary Fuel,2047," 1,323.82 ",894.35
6596,AlbertaCurrent MeasuresHydro / Wave / Tidal2047,Current Measures,Alberta,Hydro / Wave / Tidal,Primary Fuel,2047," 1,647.26 ",894.35
6597,AlbertaGlobal Net-zeroHydro / Wave / Tidal2047,Global Net-zero,Alberta,Hydro / Wave / Tidal,Primary Fuel,2047," 1,312.82 ",894.35
6598,AlbertaCanada Net-zeroNatural Gas2047,Canada Net-zero,Alberta,Natural Gas,Primary Fuel,2047," 24,344.30 ",10747.49132
6599,AlbertaCurrent MeasuresNatural Gas2047,Current Measures,Alberta,Natural Gas,Primary Fuel,2047," 69,410.05 ",14753.09735
6600,AlbertaGlobal Net-zeroNatural Gas2047,Global Net-zero,Alberta,Natural Gas,Primary Fuel,2047," 20,990.83 ",8923.841323
6601,AlbertaCanada Net-zeroOil2047,Canada Net-zero,Alberta,Oil,Primary Fuel,2047, -   ,7.15
6602,AlbertaCurrent MeasuresOil2047,Current Measures,Alberta,Oil,Primary Fuel,2047, -   ,7.15
6603,AlbertaGlobal Net-zeroOil2047,Global Net-zero,Alberta,Oil,Primary Fuel,2047, -   ,7.15
6604,AlbertaCanada Net-zeroSolar2047,Canada Net-zero,Alberta,Solar,Primary Fuel,2047," 28,084.16 ",13619.53752
6605,AlbertaCurrent MeasuresSolar2047,Current Measures,Alberta,Solar,Primary Fuel,2047," 11,771.97 ",5179.237156
6606,AlbertaGlobal Net-zeroSolar2047,Global Net-zero,Alberta,Solar,Primary Fuel,2047," 25,087.37 ",12249.16419
6607,AlbertaCanada Net-zeroUranium2047,Canada Net-zero,Alberta,Uranium,Primary Fuel,2047," 14,559.40 ",2140
6608,AlbertaGlobal Net-zeroUranium2047,Global Net-zero,Alberta,Uranium,Primary Fuel,2047," 8,543.51 ",1460.983642
6609,AlbertaCanada Net-zeroWind2047,Canada Net-zero,Alberta,Wind,Primary Fuel,2047," 69,029.79 ",18320.94829
6610,AlbertaCurrent MeasuresWind2047,Current Measures,Alberta,Wind,Primary Fuel,2047," 39,213.73 ",9547.165771
6611,AlbertaGlobal Net-zeroWind2047,Global Net-zero,Alberta,Wind,Primary Fuel,2047," 50,240.56 ",13809.61936
6612,British ColumbiaCanada Net-zeroBiomass / Geothermal2047,Canada Net-zero,British Columbia,Biomass / Geothermal,Primary Fuel,2047," 4,917.25 ",1362.383333
6613,British ColumbiaCurrent MeasuresBiomass / Geothermal2047,Current Measures,British Columbia,Biomass / Geothermal,Primary Fuel,2047," 2,623.09 ",1079.05
6614,British ColumbiaGlobal Net-zeroBiomass / Geothermal2047,Global Net-zero,British Columbia,Biomass / Geothermal,Primary Fuel,2047," 4,502.75 ",1262.383333
6615,British ColumbiaCanada Net-zeroHydro / Wave / Tidal2047,Canada Net-zero,British Columbia,Hydro / Wave / Tidal,Primary Fuel,2047," 60,752.93 ",17803.47
6616,British ColumbiaCurrent MeasuresHydro / Wave / Tidal2047,Current Measures,British Columbia,Hydro / Wave / Tidal,Primary Fuel,2047," 62,849.73 ",17303.47
6617,British ColumbiaGlobal Net-zeroHydro / Wave / Tidal2047,Global Net-zero,British Columbia,Hydro / Wave / Tidal,Primary Fuel,2047," 61,950.49 ",17353.47
6618,British ColumbiaCanada Net-zeroNatural Gas2047,Canada Net-zero,British Columbia,Natural Gas,Primary Fuel,2047," 2,130.68 ",4280.310121
6619,British ColumbiaCurrent MeasuresNatural Gas2047,Current Measures,British Columbia,Natural Gas,Primary Fuel,2047," 8,071.96 ",6182.266169
6620,British ColumbiaGlobal Net-zeroNatural Gas2047,Global Net-zero,British Columbia,Natural Gas,Primary Fuel,2047," 3,348.65 ",5649.926203
6621,British ColumbiaCanada Net-zeroOil2047,Canada Net-zero,British Columbia,Oil,Primary Fuel,2047, -   ,36.46
6622,British ColumbiaCurrent MeasuresOil2047,Current Measures,British Columbia,Oil,Primary Fuel,2047, -   ,36.46
6623,British ColumbiaGlobal Net-zeroOil2047,Global Net-zero,British Columbia,Oil,Primary Fuel,2047, -   ,36.46
6624,British ColumbiaCanada Net-zeroSolar2047,Canada Net-zero,British Columbia,Solar,Primary Fuel,2047," 15,392.00 ",8853.263316
6625,British ColumbiaCurrent MeasuresSolar2047,Current Measures,British Columbia,Solar,Primary Fuel,2047," 11,999.33 ",7103.626588
6626,British ColumbiaGlobal Net-zeroSolar2047,Global Net-zero,British Columbia,Solar,Primary Fuel,2047," 12,299.00 ",6894.150749
6627,British ColumbiaCanada Net-zeroUranium2047,Canada Net-zero,British Columbia,Uranium,Primary Fuel,2047," 13,750.63 ",2140
6628,British ColumbiaGlobal Net-zeroUranium2047,Global Net-zero,British Columbia,Uranium,Primary Fuel,2047," 13,860.26 ",2061.85567
6629,British ColumbiaCanada Net-zeroWind2047,Canada Net-zero,British Columbia,Wind,Primary Fuel,2047," 34,470.61 ",10255.96525
6630,British ColumbiaCurrent MeasuresWind2047,Current Measures,British Columbia,Wind,Primary Fuel,2047," 26,896.51 ",8058.691985
6631,British ColumbiaGlobal Net-zeroWind2047,Global Net-zero,British Columbia,Wind,Primary Fuel,2047," 24,195.55 ",7386.610313
6632,ManitobaCanada Net-zeroBiomass / Geothermal2047,Canada Net-zero,Manitoba,Biomass / Geothermal,Primary Fuel,2047, 64.24 ,29.060682
6633,ManitobaCurrent MeasuresBiomass / Geothermal2047,Current Measures,Manitoba,Biomass / Geothermal,Primary Fuel,2047," 1,515.07 ",1204.541352
6634,ManitobaGlobal Net-zeroBiomass / Geothermal2047,Global Net-zero,Manitoba,Biomass / Geothermal,Primary Fuel,2047, 66.87 ,22
6635,ManitobaCanada Net-zeroHydro / Wave / Tidal2047,Canada Net-zero,Manitoba,Hydro / Wave / Tidal,Primary Fuel,2047," 49,952.52 ",7672.69
6636,ManitobaCurrent MeasuresHydro / Wave / Tidal2047,Current Measures,Manitoba,Hydro / Wave / Tidal,Primary Fuel,2047," 36,747.03 ",6572.69
6637,ManitobaGlobal Net-zeroHydro / Wave / Tidal2047,Global Net-zero,Manitoba,Hydro / Wave / Tidal,Primary Fuel,2047," 49,889.41 ",7672.69
6638,ManitobaCanada Net-zeroNatural Gas2047,Canada Net-zero,Manitoba,Natural Gas,Primary Fuel,2047, -   ,0
6639,ManitobaCurrent MeasuresNatural Gas2047,Current Measures,Manitoba,Natural Gas,Primary Fuel,2047, -   ,0
6640,ManitobaGlobal Net-zeroNatural Gas2047,Global Net-zero,Manitoba,Natural Gas,Primary Fuel,2047, -   ,0
6641,ManitobaCanada Net-zeroOil2047,Canada Net-zero,Manitoba,Oil,Primary Fuel,2047, -   ,37.31
6642,ManitobaCurrent MeasuresOil2047,Current Measures,Manitoba,Oil,Primary Fuel,2047, 0.45 ,37.31
6643,ManitobaGlobal Net-zeroOil2047,Global Net-zero,Manitoba,Oil,Primary Fuel,2047, -   ,37.31
6644,ManitobaCanada Net-zeroSolar2047,Canada Net-zero,Manitoba,Solar,Primary Fuel,2047, 109.82 ,6
6645,ManitobaCurrent MeasuresSolar2047,Current Measures,Manitoba,Solar,Primary Fuel,2047, 863.12 ,404.7951885
6646,ManitobaGlobal Net-zeroSolar2047,Global Net-zero,Manitoba,Solar,Primary Fuel,2047, 337.36 ,126
6647,ManitobaCanada Net-zeroUranium2047,Canada Net-zero,Manitoba,Uranium,Primary Fuel,2047," 14,397.08 ",2508.002016
6648,ManitobaGlobal Net-zeroUranium2047,Global Net-zero,Manitoba,Uranium,Primary Fuel,2047," 11,311.25 ",1845.505495
6649,ManitobaCanada Net-zeroWind2047,Canada Net-zero,Manitoba,Wind,Primary Fuel,2047," 1,396.04 ",419.93
6650,ManitobaCurrent MeasuresWind2047,Current Measures,Manitoba,Wind,Primary Fuel,2047," 5,445.66 ",1579.973802
